Group 1 on team 0 has 4647 units each with 7816 hp.  Does 48 fire damage.
Group 2 on team 0 has 301 units each with 3152 hp.  Does 139 fire damage.
Group 3 on team 0 has 1508 units each with 8344 hp.  Does 85 cold damage.
Group 4 on team 0 has 2956 units each with 5021 hp.  Does 48 slashing damage.
Group 5 on team 0 has 898 units each with 11545 hp.  Does 135 cold damage.
Group 6 on team 0 has 207 units each with 6235 hp.  Does 277 slashing damage.
Group 7 on team 0 has 7550 units each with 8773 hp.  Does 46 radiation damage.
Group 8 on team 0 has 1057 units each with 3791 hp.  Does 62 bludgeoning damage.
Group 9 on team 0 has 5086 units each with 3281 hp.  Does 40 cold damage.
Group 10 on team 0 has 330 units each with 4136 hp.  Does 126 cold damage.
Group 11 on team 1 has 1755 units each with 6886 hp.  Does 6 fire damage.
Group 12 on team 1 has 2251 units each with 33109 hp.  Does 29 cold damage.
Group 13 on team 1 has 298 units each with 18689 hp.  Does 123 slashing damage.
Group 14 on team 1 has 312 units each with 15735 hp.  Does 99 cold damage.
Group 15 on team 1 has 326 units each with 16400 hp.  Does 98 radiation damage.
Group 16 on team 1 has 4365 units each with 54947 hp.  Does 22 cold damage.
Group 17 on team 1 has 1446 units each with 51571 hp.  Does 63 fire damage.
Group 18 on team 1 has 8230 units each with 12331 hp.  Does 2 fire damage.
Group 19 on team 1 has 4111 units each with 17381 hp.  Does 7 cold damage.
Group 20 on team 1 has 366 units each with 28071 hp.  Does 150 fire damage.

Round 1 beginning.
Group 15 on team 1 did 31948 radiation damage to group 9 on team 0, killing 9.000000 units.
Group 1 on team 0 did 63984 fire damage to group 18 on team 1, killing 5.000000 units.

Round 946 beginning.
Group 16 on team 1 did 36344 cold damage to group 7 on team 0, killing 4.000000 units.
Group 18 on team 1 did 5752 fire damage to group 1 on team 0, killing 0.000000 units.
Group 7 on team 0 did 77050 radiation damage to group 16 on team 1, killing 1.000000 units.
Group 19 on team 1 did 2541 cold damage to group 3 on team 0, killing 0.000000 units.
Group 3 on team 0 did 56440 cold damage to group 19 on team 1, killing 3.000000 units.
Group 12 on team 1 did 3712 cold damage to group 5 on team 0, killing 0.000000 units.
Group 5 on team 0 did 60075 cold damage to group 12 on team 1, killing 1.000000 units.
Group 1 on team 0 did 63984 fire damage to group 18 on team 1, killing 5.000000 units.

Round 947 beginning.
Group 16 on team 1 did 36322 cold damage to group 7 on team 0, killing 4.000000 units.
Group 18 on team 1 did 5742 fire damage to group 1 on team 0, killing 0.000000 units.
Group 7 on team 0 did 76866 radiation damage to group 16 on team 1, killing 1.000000 units.
Group 19 on team 1 did 2520 cold damage to group 3 on team 0, killing 0.000000 units.
Group 3 on team 0 did 56440 cold damage to group 19 on team 1, killing 3.000000 units.
Group 12 on team 1 did 3683 cold damage to group 5 on team 0, killing 0.000000 units.
Group 5 on team 0 did 60075 cold damage to group 12 on team 1, killing 1.000000 units.
Group 1 on team 0 did 63984 fire damage to group 18 on team 1, killing 5.000000 units.

Round 948 beginning.
Group 16 on team 1 did 36300 cold damage to group 7 on team 0, killing 4.000000 units.
Group 18 on team 1 did 5732 fire damage to group 1 on team 0, killing 0.000000 units.
Group 7 on team 0 did 76682 radiation damage to group 16 on team 1, killing 1.000000 units.
Group 19 on team 1 did 2499 cold damage to group 3 on team 0, killing 0.000000 units.
Group 3 on team 0 did 56440 cold damage to group 19 on team 1, killing 3.000000 units.
Group 12 on team 1 did 3654 cold damage to group 5 on team 0, killing 0.000000 units.
Group 5 on team 0 did 60075 cold damage to group 12 on team 1, killing 1.000000 units.
Group 1 on team 0 did 63984 fire damage to group 18 on team 1, killing 5.000000 units.

Round 949 beginning.
Group 16 on team 1 did 36278 cold damage to group 7 on team 0, killing 4.000000 units.
Group 18 on team 1 did 5722 fire damage to group 1 on team 0, killing 0.000000 units.
Group 7 on team 0 did 76498 radiation damage to group 16 on team 1, killing 1.000000 units.
Group 19 on team 1 did 2478 cold damage to group 3 on team 0, killing 0.000000 units.
Group 3 on team 0 did 56440 cold damage to group 19 on team 1, killing 3.000000 units.
Group 12 on team 1 did 3625 cold damage to group 5 on team 0, killing 0.000000 units.
Group 5 on team 0 did 60075 cold damage to group 12 on team 1, killing 1.000000 units.
Group 1 on team 0 did 63984 fire damage to group 18 on team 1, killing 5.000000 units.

Round 950 beginning.
Group 16 on team 1 did 36256 cold damage to group 7 on team 0, killing 4.000000 units.
Group 18 on team 1 did 5712 fire damage to group 1 on team 0, killing 0.000000 units.
Group 7 on team 0 did 76314 radiation damage to group 16 on team 1, killing 1.000000 units.
Group 19 on team 1 did 2457 cold damage to group 3 on team 0, killing 0.000000 units.
Group 3 on team 0 did 56440 cold damage to group 19 on team 1, killing 3.000000 units.
Group 12 on team 1 did 3596 cold damage to group 5 on team 0, killing 0.000000 units.
Group 5 on team 0 did 60075 cold damage to group 12 on team 1, killing 1.000000 units.
Group 1 on team 0 did 63984 fire damage to group 18 on team 1, killing 5.000000 units.

Round 951 beginning.
Group 16 on team 1 did 36234 cold damage to group 7 on team 0, killing 4.000000 units.
Group 18 on team 1 did 5702 fire damage to group 1 on team 0, killing 0.000000 units.
Group 7 on team 0 did 76130 radiation damage to group 16 on team 1, killing 1.000000 units.
Group 19 on team 1 did 2436 cold damage to group 3 on team 0, killing 0.000000 units.
Group 3 on team 0 did 56440 cold damage to group 19 on team 1, killing 3.000000 units.
Group 12 on team 1 did 3567 cold damage to group 5 on team 0, killing 0.000000 units.
Group 5 on team 0 did 60075 cold damage to group 12 on team 1, killing 1.000000 units.
Group 1 on team 0 did 63984 fire damage to group 18 on team 1, killing 5.000000 units.

Round 952 beginning.
Group 16 on team 1 did 36212 cold damage to group 7 on team 0, killing 4.000000 units.
Group 18 on team 1 did 5692 fire damage to group 1 on team 0, killing 0.000000 units.
Group 7 on team 0 did 75946 radiation damage to group 16 on team 1, killing 1.000000 units.
Group 19 on team 1 did 2415 cold damage to group 3 on team 0, killing 0.000000 units.
Group 3 on team 0 did 56440 cold damage to group 19 on team 1, killing 3.000000 units.
Group 12 on team 1 did 3538 cold damage to group 5 on team 0, killing 0.000000 units.
Group 5 on team 0 did 60075 cold damage to group 12 on team 1, killing 1.000000 units.
Group 1 on team 0 did 63984 fire damage to group 18 on team 1, killing 5.000000 units.

Round 953 beginning.
Group 16 on team 1 did 36190 cold damage to group 7 on team 0, killing 4.000000 units.
Group 18 on team 1 did 5682 fire damage to group 1 on team 0, killing 0.000000 units.
Group 7 on team 0 did 75762 radiation damage to group 16 on team 1, killing 1.000000 units.
Group 19 on team 1 did 2394 cold damage to group 3 on team 0, killing 0.000000 units.
Group 3 on team 0 did 56440 cold damage to group 19 on team 1, killing 3.000000 units.
Group 12 on team 1 did 3509 cold damage to group 5 on team 0, killing 0.000000 units.
Group 5 on team 0 did 60075 cold damage to group 12 on team 1, killing 1.000000 units.
Group 1 on team 0 did 63984 fire damage to group 18 on team 1, killing 5.000000 units.

Round 954 beginning.
Group 16 on team 1 did 36168 cold damage to group 7 on team 0, killing 4.000000 units.
Group 18 on team 1 did 5672 fire damage to group 1 on team 0, killing 0.000000 units.
Group 7 on team 0 did 75578 radiation damage to group 16 on team 1, killing 1.000000 units.
Group 19 on team 1 did 2373 cold damage to group 3 on team 0, killing 0.000000 units.
Group 3 on team 0 did 56440 cold damage to group 19 on team 1, killing 3.000000 units.
Group 12 on team 1 did 3480 cold damage to group 5 on team 0, killing 0.000000 units.
Group 5 on team 0 did 60075 cold damage to group 12 on team 1, killing 1.000000 units.
Group 1 on team 0 did 63984 fire damage to group 18 on team 1, killing 5.000000 units.

Round 955 beginning.
Group 16 on team 1 did 36146 cold damage to group 7 on team 0, killing 4.000000 units.
Group 18 on team 1 did 5662 fire damage to group 1 on team 0, killing 0.000000 units.
Group 7 on team 0 did 75394 radiation damage to group 16 on team 1, killing 1.000000 units.
Group 19 on team 1 did 2352 cold damage to group 3 on team 0, killing 0.000000 units.
Group 3 on team 0 did 56440 cold damage to group 19 on team 1, killing 3.000000 units.
Group 12 on team 1 did 3451 cold damage to group 5 on team 0, killing 0.000000 units.
Group 5 on team 0 did 60075 cold damage to group 12 on team 1, killing 1.000000 units.
Group 1 on team 0 did 63984 fire damage to group 18 on team 1, killing 5.000000 units.

Round 956 beginning.
Group 16 on team 1 did 36124 cold damage to group 7 on team 0, killing 4.000000 units.
Group 18 on team 1 did 5652 fire damage to group 1 on team 0, killing 0.000000 units.
Group 7 on team 0 did 75210 radiation damage to group 16 on team 1, killing 1.000000 units.
Group 19 on team 1 did 2331 cold damage to group 3 on team 0, killing 0.000000 units.
Group 3 on team 0 did 56440 cold damage to group 19 on team 1, killing 3.000000 units.
Group 12 on team 1 did 3422 cold damage to group 5 on team 0, killing 0.000000 units.
Group 5 on team 0 did 60075 cold damage to group 12 on team 1, killing 1.000000 units.
Group 1 on team 0 did 63984 fire damage to group 18 on team 1, killing 5.000000 units.

Round 957 beginning.
Group 16 on team 1 did 36102 cold damage to group 7 on team 0, killing 4.000000 units.
Group 18 on team 1 did 5642 fire damage to group 1 on team 0, killing 0.000000 units.
Group 7 on team 0 did 75026 radiation damage to group 16 on team 1, killing 1.000000 units.
Group 19 on team 1 did 2310 cold damage to group 3 on team 0, killing 0.000000 units.
Group 3 on team 0 did 56440 cold damage to group 19 on team 1, killing 3.000000 units.
Group 12 on team 1 did 3393 cold damage to group 5 on team 0, killing 0.000000 units.
Group 5 on team 0 did 60075 cold damage to group 12 on team 1, killing 1.000000 units.
Group 1 on team 0 did 63984 fire damage to group 18 on team 1, killing 5.000000 units.

Round 958 beginning.
Group 16 on team 1 did 36080 cold damage to group 7 on team 0, killing 4.000000 units.
Group 18 on team 1 did 5632 fire damage to group 1 on team 0, killing 0.000000 units.
Group 7 on team 0 did 74842 radiation damage to group 16 on team 1, killing 1.000000 units.
Group 19 on team 1 did 2289 cold damage to group 3 on team 0, killing 0.000000 units.
Group 3 on team 0 did 56440 cold damage to group 19 on team 1, killing 3.000000 units.
Group 12 on team 1 did 3364 cold damage to group 5 on team 0, killing 0.000000 units.
Group 5 on team 0 did 60075 cold damage to group 12 on team 1, killing 1.000000 units.
Group 1 on team 0 did 63984 fire damage to group 18 on team 1, killing 5.000000 units.

Round 959 beginning.
Group 16 on team 1 did 36058 cold damage to group 7 on team 0, killing 4.000000 units.
Group 18 on team 1 did 5622 fire damage to group 1 on team 0, killing 0.000000 units.
Group 7 on team 0 did 74658 radiation damage to group 16 on team 1, killing 1.000000 units.
Group 19 on team 1 did 2268 cold damage to group 3 on team 0, killing 0.000000 units.
Group 3 on team 0 did 56440 cold damage to group 19 on team 1, killing 3.000000 units.
Group 12 on team 1 did 3335 cold damage to group 5 on team 0, killing 0.000000 units.
Group 5 on team 0 did 60075 cold damage to group 12 on team 1, killing 1.000000 units.
Group 1 on team 0 did 63984 fire damage to group 18 on team 1, killing 5.000000 units.

Round 960 beginning.
Group 16 on team 1 did 36036 cold damage to group 7 on team 0, killing 4.000000 units.
Group 18 on team 1 did 5612 fire damage to group 1 on team 0, killing 0.000000 units.
Group 7 on team 0 did 74474 radiation damage to group 16 on team 1, killing 1.000000 units.
Group 19 on team 1 did 2247 cold damage to group 3 on team 0, killing 0.000000 units.
Group 3 on team 0 did 56440 cold damage to group 19 on team 1, killing 3.000000 units.
Group 12 on team 1 did 3306 cold damage to group 5 on team 0, killing 0.000000 units.
Group 5 on team 0 did 60075 cold damage to group 12 on team 1, killing 1.000000 units.
Group 1 on team 0 did 63984 fire damage to group 18 on team 1, killing 5.000000 units.

Round 961 beginning.
Group 16 on team 1 did 36014 cold damage to group 7 on team 0, killing 4.000000 units.
Group 18 on team 1 did 5602 fire damage to group 1 on team 0, killing 0.000000 units.
Group 7 on team 0 did 74290 radiation damage to group 16 on team 1, killing 1.000000 units.
Group 19 on team 1 did 2226 cold damage to group 3 on team 0, killing 0.000000 units.
Group 3 on team 0 did 56440 cold damage to group 19 on team 1, killing 3.000000 units.
Group 12 on team 1 did 3277 cold damage to group 5 on team 0, killing 0.000000 units.
Group 5 on team 0 did 60075 cold damage to group 12 on team 1, killing 1.000000 units.
Group 1 on team 0 did 63984 fire damage to group 18 on team 1, killing 5.000000 units.

Round 962 beginning.
Group 16 on team 1 did 35992 cold damage to group 7 on team 0, killing 4.000000 units.
Group 18 on team 1 did 5592 fire damage to group 1 on team 0, killing 0.000000 units.
Group 7 on team 0 did 74106 radiation damage to group 16 on team 1, killing 1.000000 units.
Group 19 on team 1 did 2205 cold damage to group 3 on team 0, killing 0.000000 units.
Group 3 on team 0 did 56440 cold damage to group 19 on team 1, killing 3.000000 units.
Group 12 on team 1 did 3248 cold damage to group 5 on team 0, killing 0.000000 units.
Group 5 on team 0 did 60075 cold damage to group 12 on team 1, killing 1.000000 units.
Group 1 on team 0 did 63984 fire damage to group 18 on team 1, killing 5.000000 units.

Round 963 beginning.
Group 16 on team 1 did 35970 cold damage to group 7 on team 0, killing 4.000000 units.
Group 18 on team 1 did 5582 fire damage to group 1 on team 0, killing 0.000000 units.
Group 7 on team 0 did 73922 radiation damage to group 16 on team 1, killing 1.000000 units.
Group 19 on team 1 did 2184 cold damage to group 3 on team 0, killing 0.000000 units.
Group 3 on team 0 did 56440 cold damage to group 19 on team 1, killing 3.000000 units.
Group 12 on team 1 did 3219 cold damage to group 5 on team 0, killing 0.000000 units.
Group 5 on team 0 did 60075 cold damage to group 12 on team 1, killing 1.000000 units.
Group 1 on team 0 did 63984 fire damage to group 18 on team 1, killing 5.000000 units.

Round 964 beginning.
Group 16 on team 1 did 35948 cold damage to group 7 on team 0, killing 4.000000 units.
Group 18 on team 1 did 5572 fire damage to group 1 on team 0, killing 0.000000 units.
Group 7 on team 0 did 73738 radiation damage to group 16 on team 1, killing 1.000000 units.
Group 19 on team 1 did 2163 cold damage to group 3 on team 0, killing 0.000000 units.
Group 3 on team 0 did 56440 cold damage to group 19 on team 1, killing 3.000000 units.
Group 12 on team 1 did 3190 cold damage to group 5 on team 0, killing 0.000000 units.
Group 5 on team 0 did 60075 cold damage to group 12 on team 1, killing 1.000000 units.
Group 1 on team 0 did 63984 fire damage to group 18 on team 1, killing 5.000000 units.

Round 965 beginning.
Group 16 on team 1 did 35926 cold damage to group 7 on team 0, killing 4.000000 units.
Group 18 on team 1 did 5562 fire damage to group 1 on team 0, killing 0.000000 units.
Group 7 on team 0 did 73554 radiation damage to group 16 on team 1, killing 1.000000 units.
Group 19 on team 1 did 2142 cold damage to group 3 on team 0, killing 0.000000 units.
Group 3 on team 0 did 56440 cold damage to group 19 on team 1, killing 3.000000 units.
Group 12 on team 1 did 3161 cold damage to group 5 on team 0, killing 0.000000 units.
Group 5 on team 0 did 60075 cold damage to group 12 on team 1, killing 1.000000 units.
Group 1 on team 0 did 63984 fire damage to group 18 on team 1, killing 5.000000 units.

Round 966 beginning.
Group 16 on team 1 did 35904 cold damage to group 7 on team 0, killing 4.000000 units.
Group 18 on team 1 did 5552 fire damage to group 1 on team 0, killing 0.000000 units.
Group 7 on team 0 did 73370 radiation damage to group 16 on team 1, killing 1.000000 units.
Group 19 on team 1 did 2121 cold damage to group 3 on team 0, killing 0.000000 units.
Group 3 on team 0 did 56440 cold damage to group 19 on team 1, killing 3.000000 units.
Group 12 on team 1 did 3132 cold damage to group 5 on team 0, killing 0.000000 units.
Group 5 on team 0 did 60075 cold damage to group 12 on team 1, killing 1.000000 units.
Group 1 on team 0 did 63984 fire damage to group 18 on team 1, killing 5.000000 units.

Round 967 beginning.
Group 16 on team 1 did 35882 cold damage to group 7 on team 0, killing 4.000000 units.
Group 18 on team 1 did 5542 fire damage to group 1 on team 0, killing 0.000000 units.
Group 7 on team 0 did 73186 radiation damage to group 16 on team 1, killing 1.000000 units.
Group 19 on team 1 did 2100 cold damage to group 3 on team 0, killing 0.000000 units.
Group 3 on team 0 did 56440 cold damage to group 19 on team 1, killing 3.000000 units.
Group 12 on team 1 did 3103 cold damage to group 5 on team 0, killing 0.000000 units.
Group 5 on team 0 did 60075 cold damage to group 12 on team 1, killing 1.000000 units.
Group 1 on team 0 did 63984 fire damage to group 18 on team 1, killing 5.000000 units.

Round 968 beginning.
Group 16 on team 1 did 35860 cold damage to group 7 on team 0, killing 4.000000 units.
Group 18 on team 1 did 5532 fire damage to group 1 on team 0, killing 0.000000 units.
Group 7 on team 0 did 73002 radiation damage to group 16 on team 1, killing 1.000000 units.
Group 19 on team 1 did 2079 cold damage to group 3 on team 0, killing 0.000000 units.
Group 3 on team 0 did 56440 cold damage to group 19 on team 1, killing 3.000000 units.
Group 12 on team 1 did 3074 cold damage to group 5 on team 0, killing 0.000000 units.
